,Mail_Type,Mail_Message,transformed_text
4430,ham,the beauty of life is in next second   which hides thousands of secrets  i wish every second will be wonderful in ur life      gud n8,beauti life next second hide thousand secret wish everi second wonder ur life gud n8
4431,ham,thanx u darlin im cool thanx  a few bday drinks 2 nite  2morrow off  take care c u soon xxx,thanx u darlin im cool thanx bday drink 2 nite 2morrow take care c u soon xxx
4432,ham,if you re still up  maybe leave the credit card so i can get gas when i get back like he told me to,still mayb leav credit card get ga get back like told
4433,spam,your weekly cool mob tones are ready to download  this weeks new tones include  1  crazy frog axel f    2  akon lonely    3  black eyed dont p    more info in n,weekli cool mob tone readi download week new tone includ 1 crazi frog axel f 2 akon lone 3 black eye dont p info n
4434,ham,well boy am i glad g wasted all night at applebees for nothing,well boy glad g wast night applebe noth
4435,spam,cashbin co uk  get lots of cash this weekend   www cashbin co uk dear welcome to the weekend we have got our biggest and best ever cash give away   these  ,cashbin co uk get lot cash weekend www cashbin co uk dear welcom weekend got biggest best ever cash give away
4436,ham,ok lor    or u wan me go look 4 u ,ok lor u wan go look 4 u
4437,ham,u wan 2 haf lunch i m in da canteen now ,u wan 2 haf lunch da canteen
4438,ham,don t make life too stressfull   always find time to laugh   it may not add years to your life  but surely adds more life to ur years   gud ni8  swt dreams  ,make life stressful alway find time laugh may add year life sure add life ur year gud ni8 swt dream
4439,ham,hey  looks like i was wrong and one of the kappa guys numbers is still on my phone  if you want i can text him and see if he s around,hey look like wrong one kappa guy number still phone want text see around
4440,spam,thanks 4 your continued support your question this week will enter u in2 our draw 4   100 cash  name the new us president  txt ans to 80082,thank 4 continu support question week enter u in2 draw 4 100 cash name new us presid txt an 80082
4441,ham,i m home  doc gave me pain meds says everything is fine ,home doc gave pain med say everyth fine
4442,ham,it s    only  140 ard      rest all ard  180 at least   which is    price 4    2 bedrm   900 ,140 ard rest ard 180 least price 4 2 bedrm 900
4443,ham,me too  have a lovely night xxx,love night xxx
4444,ham,prepare to be pleasured   ,prepar pleasur
4445,ham,hi   technical support providing assistance to us customer through call and email  ,hi technic support provid assist us custom call email
4446,ham,if you text on your way to cup stop that should work  and that should be bus,text way cup stop work bu
4447,ham,whens your radio show ,when radio show
4448,spam,your unique user id is 1172  for removal send stop to 87239 customer services 08708034412,uniqu user id 1172 remov send stop 87239 custom servic 08708034412
4449,ham,i m not sure if its still available though,sure still avail though
4450,ham,watever relation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories  feeling  ,watev relat u built di world thing remain atlast iz lonlin lotz n lot memori feel
4451,ham,cheers lou  yeah was a goodnite shame u neva came  c ya gailxx,cheer lou yeah goodnit shame u neva came c ya gailxx
4452,ham,hi  i got the money da  ,hi got money da
4453,ham,ok then u tell me wat time u coming later lor ,ok u tell wat time u come later lor
4454,ham,u repeat e instructions again  wat s e road name of ur house ,u repeat e instruct wat e road name ur hous
4455,ham,quite lor  but dun tell him wait he get complacent   ,quit lor dun tell wait get complac
4456,ham,sorry completely forgot   will pop em round this week if your still here ,sorri complet forgot pop em round week still
4457,ham,u r the most beautiful girl ive ever seen  u r my baby come and c me in the common room,u r beauti girl ive ever seen u r babi come c common room
4458,ham,o we cant see if we can join denis and mina  or does denis want alone time,cant see join deni mina deni want alon time
4459,ham,sen told that he is going to join his uncle finance in cbe,sen told go join uncl financ cbe
4460,ham,yup    hey then one day on fri we can ask miwa and jiayin take leave go karaoke ,yup hey one day fri ask miwa jiayin take leav go karaok
4461,ham,call me  i am senthil from hsbc ,call senthil hsbc
4462,ham,especially since i talk about boston all up in my personal statement  lol  i woulda changed that if i had realized it said nyc  it says boston now ,especi sinc talk boston person statement lol woulda chang realiz said nyc say boston
4463,ham,indeed and by the way it was either or   not both  ,inde way either
4464,spam,urgent  call 09066649731from landline  your complimentary 4  ibiza holiday or   10 000 cash await collection sae t cs po box 434 sk3 8wp 150ppm 18 ,urgent call 09066649731from landlin complimentari 4 ibiza holiday 10 000 cash await collect sae cs po box 434 sk3 8wp 150ppm 18
4465,ham,holy living christ what is taking you so long,holi live christ take long
4466,ham,   thk of wat to eat tonight ,thk wat eat tonight
4467,ham,thanx  yup we coming back on sun  finish dinner going back 2 hotel now  time flies  we re tog 4 exactly a mth today  hope we ll haf many more mths to come   ,thanx yup come back sun finish dinner go back 2 hotel time fli tog 4 exactli mth today hope haf mani mth come
4468,ham,we re on the opposite side from where we dropped you off,opposit side drop
4469,ham,yup  izzit still raining heavily cos i m in e mrt i can t c outside ,yup izzit still rain heavili co e mrt c outsid
4470,ham,send me your resume   ,send resum
4471,ham,gd luck 4 ur exams    ,gd luck 4 ur exam
4472,ham,or u ask they all if next sat can a not  if all of them can make it then i m ok lor ,u ask next sat make ok lor
4473,ham,sorry that was my uncle  i ll keep in touch,sorri uncl keep touch
4474,ham,saw guys and dolls last night with patrick swayze it was great,saw guy doll last night patrick swayz great
4475,spam,urgent this is our 2nd attempt to contact u  your   900 prize from yesterday is still awaiting collection  to claim call now 09061702893,urgent 2nd attempt contact u 900 prize yesterday still await collect claim call 09061702893
4476,spam,santa calling  would your little ones like a call from santa xmas eve  call 09077818151 to book you time  calls1 50ppm last 3mins 30s t c www santacalling com,santa call would littl one like call santa xma eve call 09077818151 book time calls1 50ppm last 3min 30 c www santacal com
4477,ham,just come home  i don t want u to be miserable,come home want u miser
4478,ham,i dont know why she s not getting your messages,dont know get messag
4479,ham,its cool but tyler had to take off so we re gonna buy for him and drop it off at his place later tonight  our total order is a quarter  you got enough ,cool tyler take gon na buy drop place later tonight total order quarter got enough
4480,ham,the guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me  i m nervous because of course now he may have my address  should i call his boss and tell him  knowing this may get him fired ,guy car shop flirt got phone number paperwork call text nervou cours may address call boss tell know may get fire
4481,ham,how do you plan to manage that,plan manag
4482,ham,er  hello  things didn   t quite go to plan     is limping slowly home followed by aa and with exhaust hanging off,er hello thing quit go plan limp slowli home follow aa exhaust hang
4483,ham,sorry for the delay  yes masters,sorri delay ye master
4484,ham,call me when u finish then i come n pick u ,call u finish come n pick u
4485,spam,private  your 2004 account statement for 078498    7 shows 786 unredeemed bonus points  to claim call 08719180219 identifier code  45239 expires 06 05 05,privat 2004 account statement 078498 7 show 786 unredeem bonu point claim call 08719180219 identifi code 45239 expir 06 05 05
4486,ham,what s up my own oga  left my phone at home and just saw ur messages  hope you are good  have a great weekend ,oga left phone home saw ur messag hope good great weekend
4487,ham,don t worry though  i understand how important it is that i be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me  brb gonna go kill myself,worri though understand import put place poorli thought punish face worst thing ever happen brb gon na go kill
4488,ham,honey  can you pls find out how much they sell predicte in nigeria  and how many times can it be used  its very important to have a reply before monday,honey pl find much sell predict nigeria mani time use import repli monday
4489,ham,e admin building there  i might b slightly earlier    i ll call u when i m reaching   ,e admin build might b slightli earlier call u reach
4490,ham,fyi i m at usf now  swing by the room whenever,fyi usf swing room whenev
4491,ham,i can call in   lt   gt   min if thats ok,call lt gt min that ok
4492,ham,   no home work to do meh    ,home work meh
4493,ham,anything is valuable in only 2 situations  first  before getting it    second  after loosing it   ,anyth valuabl 2 situat first get second loos
4494,ham,me too  mark is taking forever to pick up my prescription and the pain is coming back ,mark take forev pick prescript pain come back
4495,ham,how s ur paper ,ur paper
4496,ham,got smaller capacity one  quite ex   ,got smaller capac one quit ex
4497,spam,check out choose your babe videos   sms shsex netun fgkslpopw fgkslpo,check choos babe video sm shsex netun fgkslpopw fgkslpo
4498,ham,im good  i have been thinking about you   ,im good think
4499,spam,u r a winner u ave been specially selected 2 receive   1000 cash or a 4  holiday  flights inc  speak to a live operator 2 claim 0871277810710p min  18  ,u r winner u ave special select 2 receiv 1000 cash 4 holiday flight inc speak live oper 2 claim 0871277810710p min 18
4500,ham,       ,
